"";"rua";"cohort";"sex";"agegr";"year";"endpoint";"events";"followupyears"
"55630";"FIN-WESa";1;"Women";"35-44";2000;"CHD2";0;65.88629
"55631";"FIN-WESa";1;"Women";"35-44";2001;"CHD2";0;32.52223
"55632";"FIN-WESa";1;"Women";"35-44";2002;"CHD2";0;3.196167
"55633";"FIN-WESa";1;"Women";"45-54";1982;"CHD2";0;357.8167
"55634";"FIN-WESa";1;"Women";"45-54";1983;"CHD2";0;400.1123
"55635";"FIN-WESa";1;"Women";"45-54";1984;"CHD2";0;386.5243
"55636";"FIN-WESa";1;"Women";"45-54";1985;"CHD2";0;378.1528
"55637";"FIN-WESa";1;"Women";"45-54";1986;"CHD2";0;373.6033
"55638";"FIN-WESa";1;"Women";"45-54";1987;"CHD2";0;366.7086
"55639";"FIN-WESa";1;"Women";"45-54";1988;"CHD2";1;364.7147
"55640";"FIN-WESa";1;"Women";"45-54";1989;"CHD2";0;361.9444
"55641";"FIN-WESa";1;"Women";"45-54";1990;"CHD2";0;364.6618
"55642";"FIN-WESa";1;"Women";"45-54";1991;"CHD2";0;391.9232
"55643";"FIN-WESa";1;"Women";"45-54";1992;"CHD2";0;413.5427
"55644";"FIN-WESa";1;"Women";"45-54";1993;"CHD2";0;432.2411
"55645";"FIN-WESa";1;"Women";"45-54";1994;"CHD2";0;435.3961
"55646";"FIN-WESa";1;"Women";"45-54";1995;"CHD2";0;444.2146
"55647";"FIN-WESa";1;"Women";"45-54";1996;"CHD2";0;439.2209
"55648";"FIN-WESa";1;"Women";"45-54";1997;"CHD2";1;444.2119
"55649";"FIN-WESa";1;"Women";"45-54";1998;"CHD2";0;448.6067
"55650";"FIN-WESa";1;"Women";"45-54";1999;"CHD2";0;446.6995
"55651";"FIN-WESa";1;"Women";"45-54";2000;"CHD2";0;438.2769
"55652";"FIN-WESa";1;"Women";"45-54";2001;"CHD2";1;405.1537
"55653";"FIN-WESa";1;"Women";"45-54";2002;"CHD2";0;375.2109
"55654";"FIN-WESa";1;"Women";"45-54";2003;"CHD2";0;335.7343
"55655";"FIN-WESa";1;"Women";"45-54";2004;"CHD2";0;293.7828
"55656";"FIN-WESa";1;"Women";"45-54";2005;"CHD2";1;252.0404
"55657";"FIN-WESa";1;"Women";"45-54";2006;"CHD2";0;218.7347
"55658";"FIN-WESa";1;"Women";"55-64";1982;"CHD2";0;371.4934
"55659";"FIN-WESa";1;"Women";"55-64";1983;"CHD2";0;459.2565
"55660";"FIN-WESa";1;"Women";"55-64";1984;"CHD2";0;463.9837
"55661";"FIN-WESa";1;"Women";"55-64";1985;"CHD2";0;447.647
"55662";"FIN-WESa";1;"Women";"55-64";1986;"CHD2";2;434.4764
"55663";"FIN-WESa";1;"Women";"55-64";1987;"CHD2";0;425.4599
"55664";"FIN-WESa";1;"Women";"55-64";1988;"CHD2";0;399.6316
"55665";"FIN-WESa";1;"Women";"55-64";1989;"CHD2";0;395.4865
"55666";"FIN-WESa";1;"Women";"55-64";1990;"CHD2";0;394.2242
"55667";"FIN-WESa";1;"Women";"55-64";1991;"CHD2";1;394.9951
"55668";"FIN-WESa";1;"Women";"55-64";1992;"CHD2";0;399.9699
"55669";"FIN-WESa";1;"Women";"55-64";1993;"CHD2";0;385.0541
"55670";"FIN-WESa";1;"Women";"55-64";1994;"CHD2";0;370.7257
"55671";"FIN-WESa";1;"Women";"55-64";1995;"CHD2";0;363.0528
"55672";"FIN-WESa";1;"Women";"55-64";1996;"CHD2";0;357.0855
"55673";"FIN-WESa";1;"Women";"55-64";1997;"CHD2";0;351.2943
"55674";"FIN-WESa";1;"Women";"55-64";1998;"CHD2";0;352.1502
"55675";"FIN-WESa";1;"Women";"55-64";1999;"CHD2";0;350.7679
"55676";"FIN-WESa";1;"Women";"55-64";2000;"CHD2";0;356.3108
"55677";"FIN-WESa";1;"Women";"55-64";2001;"CHD2";1;382.1366
"55678";"FIN-WESa";1;"Women";"55-64";2002;"CHD2";1;402.2242
"55679";"FIN-WESa";1;"Women";"55-64";2003;"CHD2";1;417.6427
"55680";"FIN-WESa";1;"Women";"55-64";2004;"CHD2";0;423.7396
"55681";"FIN-WESa";1;"Women";"55-64";2005;"CHD2";0;430.8829
"55682";"FIN-WESa";1;"Women";"55-64";2006;"CHD2";0;424.1204
"55683";"FIN-WESa";1;"Women";"65-69";1983;"CHD2";0;8.087631
"55684";"FIN-WESa";1;"Women";"65-69";1984;"CHD2";0;53.94526
"55685";"FIN-WESa";1;"Women";"65-69";1985;"CHD2";0;109.0499
"55686";"FIN-WESa";1;"Women";"65-69";1986;"CHD2";0;160.4654
"55687";"FIN-WESa";1;"Women";"65-69";1987;"CHD2";0;207.3081
"55688";"FIN-WESa";1;"Women";"65-69";1988;"CHD2";2;256.547
"55689";"FIN-WESa";1;"Women";"65-69";1989;"CHD2";2;250.9924
"55690";"FIN-WESa";1;"Women";"65-69";1990;"CHD2";0;237.093
"55691";"FIN-WESa";1;"Women";"65-69";1991;"CHD2";1;217.659
"55692";"FIN-WESa";1;"Women";"65-69";1992;"CHD2";0;198.6222
"55693";"FIN-WESa";1;"Women";"65-69";1993;"CHD2";0;179.8366
"55694";"FIN-WESa";1;"Women";"65-69";1994;"CHD2";1;187.9446
"55695";"FIN-WESa";1;"Women";"65-69";1995;"CHD2";0;185.0201
"55696";"FIN-WESa";1;"Women";"65-69";1996;"CHD2";1;193.4356
"55697";"FIN-WESa";1;"Women";"65-69";1997;"CHD2";0;202.4339
"55698";"FIN-WESa";1;"Women";"65-69";1998;"CHD2";0;201.7125
"55699";"FIN-WESa";1;"Women";"65-69";1999;"CHD2";1;188.7045
"55700";"FIN-WESa";1;"Women";"65-69";2000;"CHD2";0;186.7583
"55701";"FIN-WESa";1;"Women";"65-69";2001;"CHD2";0;181.3604
"55702";"FIN-WESa";1;"Women";"65-69";2002;"CHD2";0;177.886
"55703";"FIN-WESa";1;"Women";"65-69";2003;"CHD2";0;165.8011
"55704";"FIN-WESa";1;"Women";"65-69";2004;"CHD2";0;163.7628
"55705";"FIN-WESa";1;"Women";"65-69";2005;"CHD2";0;158.9593
"55706";"FIN-WESa";1;"Women";"65-69";2006;"CHD2";0;159.0276
"55707";"FIN-WESa";1;"Women";"70-74";1988;"CHD2";0;7.625126
"55708";"FIN-WESa";1;"Women";"70-74";1989;"CHD2";0;49.66366
"55709";"FIN-WESa";1;"Women";"70-74";1990;"CHD2";0;101.6079
"55710";"FIN-WESa";1;"Women";"70-74";1991;"CHD2";0;148.5813
"55711";"FIN-WESa";1;"Women";"70-74";1992;"CHD2";2;191.3921
"55712";"FIN-WESa";1;"Women";"70-74";1993;"CHD2";0;234.1854
"55713";"FIN-WESa";1;"Women";"70-74";1994;"CHD2";1;234.3463
"55714";"FIN-WESa";1;"Women";"70-74";1995;"CHD2";2;222.0975
"55715";"FIN-WESa";1;"Women";"70-74";1996;"CHD2";3;201.4608
"55716";"FIN-WESa";1;"Women";"70-74";1997;"CHD2";1;185.6849
"55717";"FIN-WESa";1;"Women";"70-74";1998;"CHD2";2;167.3353
"55718";"FIN-WESa";1;"Women";"70-74";1999;"CHD2";0;174.6289
"55719";"FIN-WESa";1;"Women";"70-74";2000;"CHD2";0;173.6803
"55720";"FIN-WESa";1;"Women";"70-74";2001;"CHD2";0;183.2214
"55721";"FIN-WESa";1;"Women";"70-74";2002;"CHD2";1;192.2509
"55722";"FIN-WESa";1;"Women";"70-74";2003;"CHD2";2;189.2661
"55723";"FIN-WESa";1;"Women";"70-74";2004;"CHD2";0;179.9742
"55724";"FIN-WESa";1;"Women";"70-74";2005;"CHD2";2;177.898
"55725";"FIN-WESa";1;"Women";"70-74";2006;"CHD2";0;173.3561
"55726";"FIN-WESa";1;"Women";">74";1993;"CHD2";0;7.322251
"55727";"FIN-WESa";1;"Women";">74";1994;"CHD2";1;45.17171
"55728";"FIN-WESa";1;"Women";">74";1995;"CHD2";1;91.33155
"55729";"FIN-WESa";1;"Women";">74";1996;"CHD2";0;136.5112
"55730";"FIN-WESa";1;"Women";">74";1997;"CHD2";1;174.9387
"55731";"FIN-WESa";1;"Women";">74";1998;"CHD2";2;216.9372
"55732";"FIN-WESa";1;"Women";">74";1999;"CHD2";3;247.4791
"55733";"FIN-WESa";1;"Women";">74";2000;"CHD2";2;276.854
"55734";"FIN-WESa";1;"Women";">74";2001;"CHD2";4;297.1711
"55735";"FIN-WESa";1;"Women";">74";2002;"CHD2";4;309.114
"55736";"FIN-WESa";1;"Women";">74";2003;"CHD2";4;324.0267
"55737";"FIN-WESa";1;"Women";">74";2004;"CHD2";9;350.733
"55738";"FIN-WESa";1;"Women";">74";2005;"CHD2";7;369.9463
"55739";"FIN-WESa";1;"Women";">74";2006;"CHD2";4;393.5902
"59076";"FIN-WESa";1;"Women";"<35";1982;"STROKE2";0;332.7157
"59077";"FIN-WESa";1;"Women";"<35";1983;"STROKE2";0;347.2641
"59078";"FIN-WESa";1;"Women";"<35";1984;"STROKE2";0;305.1447
"59079";"FIN-WESa";1;"Women";"<35";1985;"STROKE2";0;261.8207
"59080";"FIN-WESa";1;"Women";"<35";1986;"STROKE2";0;227.602
"59081";"FIN-WESa";1;"Women";"<35";1987;"STROKE2";0;185.7976
"59082";"FIN-WESa";1;"Women";"<35";1988;"STROKE2";0;141.5457
"59083";"FIN-WESa";1;"Women";"<35";1989;"STROKE2";0;105.1013
"59084";"FIN-WESa";1;"Women";"<35";1990;"STROKE2";0;66.99353
"59085";"FIN-WESa";1;"Women";"<35";1991;"STROKE2";0;32.52224
"59086";"FIN-WESa";1;"Women";"<35";1992;"STROKE2";0;3.196174
"59087";"FIN-WESa";1;"Women";"35-44";1982;"STROKE2";0;365.6496
"59088";"FIN-WESa";1;"Women";"35-44";1983;"STROKE2";0;438.2795
"59089";"FIN-WESa";1;"Women";"35-44";1984;"STROKE2";0;441.6122
"59090";"FIN-WESa";1;"Women";"35-44";1985;"STROKE2";1;451.1708
"59091";"FIN-WESa";1;"Women";"35-44";1986;"STROKE2";0;445.2697
"59092";"FIN-WESa";1;"Women";"35-44";1987;"STROKE2";0;451.3815
"59093";"FIN-WESa";1;"Women";"35-44";1988;"STROKE2";0;456.6067
"59094";"FIN-WESa";1;"Women";"35-44";1989;"STROKE2";0;453.7577
"59095";"FIN-WESa";1;"Women";"35-44";1990;"STROKE2";0;445.2566
"59096";"FIN-WESa";1;"Women";"35-44";1991;"STROKE2";0;415.9045
"59097";"FIN-WESa";1;"Women";"35-44";1992;"STROKE2";0;383.6712
"59098";"FIN-WESa";1;"Women";"35-44";1993;"STROKE2";1;343.2894
"59099";"FIN-WESa";1;"Women";"35-44";1994;"STROKE2";0;301.3608
"59100";"FIN-WESa";1;"Women";"35-44";1995;"STROKE2";0;257.1287
"59101";"FIN-WESa";1;"Women";"35-44";1996;"STROKE2";0;223.4291
"59102";"FIN-WESa";1;"Women";"35-44";1997;"STROKE2";0;183.2651
"59103";"FIN-WESa";1;"Women";"35-44";1998;"STROKE2";0;138.5922
"59104";"FIN-WESa";1;"Women";"35-44";1999;"STROKE2";0;102.1013
"59105";"FIN-WESa";1;"Women";"35-44";2000;"STROKE2";0;65.8863
"59106";"FIN-WESa";1;"Women";"35-44";2001;"STROKE2";0;32.52224
"59107";"FIN-WESa";1;"Women";"35-44";2002;"STROKE2";0;3.196174
"59108";"FIN-WESa";1;"Women";"45-54";1982;"STROKE2";0;357.8167
"59109";"FIN-WESa";1;"Women";"45-54";1983;"STROKE2";0;400.1123
"59110";"FIN-WESa";1;"Women";"45-54";1984;"STROKE2";0;386.5243
"59111";"FIN-WESa";1;"Women";"45-54";1985;"STROKE2";0;378.1528
"59112";"FIN-WESa";1;"Women";"45-54";1986;"STROKE2";0;373.6033
"59113";"FIN-WESa";1;"Women";"45-54";1987;"STROKE2";0;366.7086
"59114";"FIN-WESa";1;"Women";"45-54";1988;"STROKE2";0;364.7147
"59115";"FIN-WESa";1;"Women";"45-54";1989;"STROKE2";0;361.9444
"59116";"FIN-WESa";1;"Women";"45-54";1990;"STROKE2";0;364.6618
"59117";"FIN-WESa";1;"Women";"45-54";1991;"STROKE2";0;391.9231
"59118";"FIN-WESa";1;"Women";"45-54";1992;"STROKE2";0;413.5427
"59119";"FIN-WESa";1;"Women";"45-54";1993;"STROKE2";0;432.2411
"59120";"FIN-WESa";1;"Women";"45-54";1994;"STROKE2";0;435.3961
"59121";"FIN-WESa";1;"Women";"45-54";1995;"STROKE2";0;444.2146
"59122";"FIN-WESa";1;"Women";"45-54";1996;"STROKE2";0;439.2209
"59123";"FIN-WESa";1;"Women";"45-54";1997;"STROKE2";0;444.2119
"59124";"FIN-WESa";1;"Women";"45-54";1998;"STROKE2";0;448.6067
"59125";"FIN-WESa";1;"Women";"45-54";1999;"STROKE2";0;446.6995
"59126";"FIN-WESa";1;"Women";"45-54";2000;"STROKE2";0;438.2769
"59127";"FIN-WESa";1;"Women";"45-54";2001;"STROKE2";0;405.1537
"59128";"FIN-WESa";1;"Women";"45-54";2002;"STROKE2";0;375.211
"59129";"FIN-WESa";1;"Women";"45-54";2003;"STROKE2";0;335.7343
"59130";"FIN-WESa";1;"Women";"45-54";2004;"STROKE2";0;293.7828
"59131";"FIN-WESa";1;"Women";"45-54";2005;"STROKE2";0;252.0404
"59132";"FIN-WESa";1;"Women";"45-54";2006;"STROKE2";0;218.7347
"59133";"FIN-WESa";1;"Women";"55-64";1982;"STROKE2";0;371.4934
"59134";"FIN-WESa";1;"Women";"55-64";1983;"STROKE2";0;459.2565
"59135";"FIN-WESa";1;"Women";"55-64";1984;"STROKE2";0;463.9837
"59136";"FIN-WESa";1;"Women";"55-64";1985;"STROKE2";0;447.647
"59137";"FIN-WESa";1;"Women";"55-64";1986;"STROKE2";0;434.4764
"59138";"FIN-WESa";1;"Women";"55-64";1987;"STROKE2";0;425.4599
"59139";"FIN-WESa";1;"Women";"55-64";1988;"STROKE2";1;399.6316
"59140";"FIN-WESa";1;"Women";"55-64";1989;"STROKE2";0;395.4865
"59141";"FIN-WESa";1;"Women";"55-64";1990;"STROKE2";1;394.2242
"59142";"FIN-WESa";1;"Women";"55-64";1991;"STROKE2";0;394.9951
"59143";"FIN-WESa";1;"Women";"55-64";1992;"STROKE2";0;399.9699
"59144";"FIN-WESa";1;"Women";"55-64";1993;"STROKE2";0;385.0541
"59145";"FIN-WESa";1;"Women";"55-64";1994;"STROKE2";1;370.7257
"59146";"FIN-WESa";1;"Women";"55-64";1995;"STROKE2";0;363.0528
"59147";"FIN-WESa";1;"Women";"55-64";1996;"STROKE2";0;357.0855
"59148";"FIN-WESa";1;"Women";"55-64";1997;"STROKE2";0;351.2943
"59149";"FIN-WESa";1;"Women";"55-64";1998;"STROKE2";1;352.1502
"59150";"FIN-WESa";1;"Women";"55-64";1999;"STROKE2";0;350.7679
"59151";"FIN-WESa";1;"Women";"55-64";2000;"STROKE2";0;356.3107
"59152";"FIN-WESa";1;"Women";"55-64";2001;"STROKE2";1;382.1366
"59153";"FIN-WESa";1;"Women";"55-64";2002;"STROKE2";0;402.2242
"59154";"FIN-WESa";1;"Women";"55-64";2003;"STROKE2";1;417.6427
"59155";"FIN-WESa";1;"Women";"55-64";2004;"STROKE2";0;423.7396
"59156";"FIN-WESa";1;"Women";"55-64";2005;"STROKE2";0;430.8829
"59157";"FIN-WESa";1;"Women";"55-64";2006;"STROKE2";0;424.1204
"59158";"FIN-WESa";1;"Women";"65-69";1983;"STROKE2";0;8.087616
"59159";"FIN-WESa";1;"Women";"65-69";1984;"STROKE2";0;53.94524
"59160";"FIN-WESa";1;"Women";"65-69";1985;"STROKE2";0;109.0499
"59161";"FIN-WESa";1;"Women";"65-69";1986;"STROKE2";0;160.4654
"59162";"FIN-WESa";1;"Women";"65-69";1987;"STROKE2";0;207.3081
"59163";"FIN-WESa";1;"Women";"65-69";1988;"STROKE2";0;256.547
"59164";"FIN-WESa";1;"Women";"65-69";1989;"STROKE2";0;250.9924
"59165";"FIN-WESa";1;"Women";"65-69";1990;"STROKE2";0;237.093
"59166";"FIN-WESa";1;"Women";"65-69";1991;"STROKE2";1;217.659
"59167";"FIN-WESa";1;"Women";"65-69";1992;"STROKE2";1;198.6222
"59168";"FIN-WESa";1;"Women";"65-69";1993;"STROKE2";0;179.8366
"59169";"FIN-WESa";1;"Women";"65-69";1994;"STROKE2";0;187.9446
"59170";"FIN-WESa";1;"Women";"65-69";1995;"STROKE2";0;185.0201
"59171";"FIN-WESa";1;"Women";"65-69";1996;"STROKE2";0;193.4356
"59172";"FIN-WESa";1;"Women";"65-69";1997;"STROKE2";0;202.4339
"59173";"FIN-WESa";1;"Women";"65-69";1998;"STROKE2";0;201.7125
"59174";"FIN-WESa";1;"Women";"65-69";1999;"STROKE2";0;188.7045
"59175";"FIN-WESa";1;"Women";"65-69";2000;"STROKE2";0;186.7583
"59176";"FIN-WESa";1;"Women";"65-69";2001;"STROKE2";0;181.3604
"59177";"FIN-WESa";1;"Women";"65-69";2002;"STROKE2";0;177.886
"59178";"FIN-WESa";1;"Women";"65-69";2003;"STROKE2";0;165.8012
"59179";"FIN-WESa";1;"Women";"65-69";2004;"STROKE2";0;163.7629
"59180";"FIN-WESa";1;"Women";"65-69";2005;"STROKE2";0;158.9593
"59181";"FIN-WESa";1;"Women";"65-69";2006;"STROKE2";0;159.0276
"59182";"FIN-WESa";1;"Women";"70-74";1988;"STROKE2";0;7.625112
"59183";"FIN-WESa";1;"Women";"70-74";1989;"STROKE2";0;49.66364
"59184";"FIN-WESa";1;"Women";"70-74";1990;"STROKE2";0;101.6079
"59185";"FIN-WESa";1;"Women";"70-74";1991;"STROKE2";0;148.5813
"59186";"FIN-WESa";1;"Women";"70-74";1992;"STROKE2";1;191.3921
"59187";"FIN-WESa";1;"Women";"70-74";1993;"STROKE2";0;234.1854
"59188";"FIN-WESa";1;"Women";"70-74";1994;"STROKE2";0;234.3463
"59189";"FIN-WESa";1;"Women";"70-74";1995;"STROKE2";0;222.0975
"59190";"FIN-WESa";1;"Women";"70-74";1996;"STROKE2";0;201.4608
"59191";"FIN-WESa";1;"Women";"70-74";1997;"STROKE2";0;185.6849
"59192";"FIN-WESa";1;"Women";"70-74";1998;"STROKE2";0;167.3353
"59193";"FIN-WESa";1;"Women";"70-74";1999;"STROKE2";0;174.6289
"59194";"FIN-WESa";1;"Women";"70-74";2000;"STROKE2";0;173.6803
"59195";"FIN-WESa";1;"Women";"70-74";2001;"STROKE2";2;183.2214
"59196";"FIN-WESa";1;"Women";"70-74";2002;"STROKE2";1;192.2509
"59197";"FIN-WESa";1;"Women";"70-74";2003;"STROKE2";1;189.2661
"59198";"FIN-WESa";1;"Women";"70-74";2004;"STROKE2";0;179.9742
"59199";"FIN-WESa";1;"Women";"70-74";2005;"STROKE2";2;177.898
"59200";"FIN-WESa";1;"Women";"70-74";2006;"STROKE2";0;173.3561
"59201";"FIN-WESa";1;"Women";">74";1993;"STROKE2";0;7.322237
"59202";"FIN-WESa";1;"Women";">74";1994;"STROKE2";0;45.17169
"59203";"FIN-WESa";1;"Women";">74";1995;"STROKE2";1;91.33152
"59204";"FIN-WESa";1;"Women";">74";1996;"STROKE2";0;136.5112
"59205";"FIN-WESa";1;"Women";">74";1997;"STROKE2";1;174.9387
"59206";"FIN-WESa";1;"Women";">74";1998;"STROKE2";2;216.9371
"59207";"FIN-WESa";1;"Women";">74";1999;"STROKE2";1;247.4791
"59208";"FIN-WESa";1;"Women";">74";2000;"STROKE2";1;276.854
"59209";"FIN-WESa";1;"Women";">74";2001;"STROKE2";2;297.1711
"59210";"FIN-WESa";1;"Women";">74";2002;"STROKE2";4;309.114
"59211";"FIN-WESa";1;"Women";">74";2003;"STROKE2";4;324.0267
"59212";"FIN-WESa";1;"Women";">74";2004;"STROKE2";3;350.733
"59213";"FIN-WESa";1;"Women";">74";2005;"STROKE2";1;369.9463
"59214";"FIN-WESa";1;"Women";">74";2006;"STROKE2";4;393.5902
"62551";"FIN-WESa";1;"Women";"<35";1982;"CHD1";0;332.7158
"62552";"FIN-WESa";1;"Women";"<35";1983;"CHD1";0;347.2641
"62553";"FIN-WESa";1;"Women";"<35";1984;"CHD1";0;305.1447
"62554";"FIN-WESa";1;"Women";"<35";1985;"CHD1";0;261.8207
"62555";"FIN-WESa";1;"Women";"<35";1986;"CHD1";0;227.602
"62556";"FIN-WESa";1;"Women";"<35";1987;"CHD1";0;185.7976
"62557";"FIN-WESa";1;"Women";"<35";1988;"CHD1";0;141.5457
"62558";"FIN-WESa";1;"Women";"<35";1989;"CHD1";0;105.1013
"62559";"FIN-WESa";1;"Women";"<35";1990;"CHD1";0;66.99353
"62560";"FIN-WESa";1;"Women";"<35";1991;"CHD1";0;32.52224
"62561";"FIN-WESa";1;"Women";"<35";1992;"CHD1";0;3.196173
"62562";"FIN-WESa";1;"Women";"35-44";1982;"CHD1";0;365.6497
"62563";"FIN-WESa";1;"Women";"35-44";1983;"CHD1";0;438.2795
"62564";"FIN-WESa";1;"Women";"35-44";1984;"CHD1";0;441.6122
"62565";"FIN-WESa";1;"Women";"35-44";1985;"CHD1";0;451.1708
"62566";"FIN-WESa";1;"Women";"35-44";1986;"CHD1";0;445.2697
"62567";"FIN-WESa";1;"Women";"35-44";1987;"CHD1";0;451.3815
"62568";"FIN-WESa";1;"Women";"35-44";1988;"CHD1";0;456.6067
"62569";"FIN-WESa";1;"Women";"35-44";1989;"CHD1";0;453.7577
"62570";"FIN-WESa";1;"Women";"35-44";1990;"CHD1";0;445.2566
"62571";"FIN-WESa";1;"Women";"35-44";1991;"CHD1";0;415.9045
"62572";"FIN-WESa";1;"Women";"35-44";1992;"CHD1";0;383.6712
"62573";"FIN-WESa";1;"Women";"35-44";1993;"CHD1";0;343.2894
"62574";"FIN-WESa";1;"Women";"35-44";1994;"CHD1";0;301.3608
"62575";"FIN-WESa";1;"Women";"35-44";1995;"CHD1";0;257.1287
"62576";"FIN-WESa";1;"Women";"35-44";1996;"CHD1";0;223.4291
"62577";"FIN-WESa";1;"Women";"35-44";1997;"CHD1";0;183.2651
"62578";"FIN-WESa";1;"Women";"35-44";1998;"CHD1";0;138.5922
"62579";"FIN-WESa";1;"Women";"35-44";1999;"CHD1";0;102.1013
"62580";"FIN-WESa";1;"Women";"35-44";2000;"CHD1";0;65.8863
"62581";"FIN-WESa";1;"Women";"35-44";2001;"CHD1";0;32.52224
"62582";"FIN-WESa";1;"Women";"35-44";2002;"CHD1";0;3.196173
"62583";"FIN-WESa";1;"Women";"45-54";1982;"CHD1";0;357.8168
"62584";"FIN-WESa";1;"Women";"45-54";1983;"CHD1";1;399.254
"62585";"FIN-WESa";1;"Women";"45-54";1984;"CHD1";0;385.5243
"62586";"FIN-WESa";1;"Women";"45-54";1985;"CHD1";0;377.1528
"62587";"FIN-WESa";1;"Women";"45-54";1986;"CHD1";0;372.8158
"62588";"FIN-WESa";1;"Women";"45-54";1987;"CHD1";2;365.9092
"62589";"FIN-WESa";1;"Women";"45-54";1988;"CHD1";0;362.9312
"62590";"FIN-WESa";1;"Women";"45-54";1989;"CHD1";0;361.0787
"62591";"FIN-WESa";1;"Women";"45-54";1990;"CHD1";1;364.4476
"62592";"FIN-WESa";1;"Women";"45-54";1991;"CHD1";0;390.9231
"62593";"FIN-WESa";1;"Women";"45-54";1992;"CHD1";0;412.5427
"62594";"FIN-WESa";1;"Women";"45-54";1993;"CHD1";0;431.2411
"62595";"FIN-WESa";1;"Women";"45-54";1994;"CHD1";0;434.3961
"62596";"FIN-WESa";1;"Women";"45-54";1995;"CHD1";0;444.0148
"62597";"FIN-WESa";1;"Women";"45-54";1996;"CHD1";0;439.2209
"62598";"FIN-WESa";1;"Women";"45-54";1997;"CHD1";0;444.2119
"62599";"FIN-WESa";1;"Women";"45-54";1998;"CHD1";0;448.6067
"62600";"FIN-WESa";1;"Women";"45-54";1999;"CHD1";1;446.668
"62601";"FIN-WESa";1;"Women";"45-54";2000;"CHD1";0;438.239
"62602";"FIN-WESa";1;"Women";"45-54";2001;"CHD1";0;405.1482
"62603";"FIN-WESa";1;"Women";"45-54";2002;"CHD1";1;374.6381
"62604";"FIN-WESa";1;"Women";"45-54";2003;"CHD1";1;334.6289
"62605";"FIN-WESa";1;"Women";"45-54";2004;"CHD1";0;291.7828
"62606";"FIN-WESa";1;"Women";"45-54";2005;"CHD1";0;250.5079
"62607";"FIN-WESa";1;"Women";"45-54";2006;"CHD1";0;217.7804
"62608";"FIN-WESa";1;"Women";"55-64";1982;"CHD1";0;371.4934
"62609";"FIN-WESa";1;"Women";"55-64";1983;"CHD1";0;459.2565
"62610";"FIN-WESa";1;"Women";"55-64";1984;"CHD1";1;463.7298
"62611";"FIN-WESa";1;"Women";"55-64";1985;"CHD1";1;446.3376
"62612";"FIN-WESa";1;"Women";"55-64";1986;"CHD1";0;432.2639
"62613";"FIN-WESa";1;"Women";"55-64";1987;"CHD1";4;420.3969
"62614";"FIN-WESa";1;"Women";"55-64";1988;"CHD1";3;392.3041
"62615";"FIN-WESa";1;"Women";"55-64";1989;"CHD1";0;387.7335
"62616";"FIN-WESa";1;"Women";"55-64";1990;"CHD1";2;385.5411
"62617";"FIN-WESa";1;"Women";"55-64";1991;"CHD1";3;385.2109
"62618";"FIN-WESa";1;"Women";"55-64";1992;"CHD1";0;390.3151
"62619";"FIN-WESa";1;"Women";"55-64";1993;"CHD1";0;376.1807
"62620";"FIN-WESa";1;"Women";"55-64";1994;"CHD1";0;364.1069
"62621";"FIN-WESa";1;"Women";"55-64";1995;"CHD1";1;357.5098
"62622";"FIN-WESa";1;"Women";"55-64";1996;"CHD1";0;351.298
"62623";"FIN-WESa";1;"Women";"55-64";1997;"CHD1";1;346.2509
"62624";"FIN-WESa";1;"Women";"55-64";1998;"CHD1";0;347.3667
"62625";"FIN-WESa";1;"Women";"55-64";1999;"CHD1";0;347.6188
"62626";"FIN-WESa";1;"Women";"55-64";2000;"CHD1";1;352.3691
"62627";"FIN-WESa";1;"Women";"55-64";2001;"CHD1";1;377.2413
"62628";"FIN-WESa";1;"Women";"55-64";2002;"CHD1";0;397.4028
"62629";"FIN-WESa";1;"Women";"55-64";2003;"CHD1";2;413.5889
"62630";"FIN-WESa";1;"Women";"55-64";2004;"CHD1";0;421.7003
"62631";"FIN-WESa";1;"Women";"55-64";2005;"CHD1";0;429.2155
"62632";"FIN-WESa";1;"Women";"55-64";2006;"CHD1";1;421.2362
"62633";"FIN-WESa";1;"Women";"65-69";1983;"CHD1";0;8.087618
"62634";"FIN-WESa";1;"Women";"65-69";1984;"CHD1";0;53.94524
"62635";"FIN-WESa";1;"Women";"65-69";1985;"CHD1";1;108.9103
"62636";"FIN-WESa";1;"Women";"65-69";1986;"CHD1";1;158.9773
"62637";"FIN-WESa";1;"Women";"65-69";1987;"CHD1";3;204.0418
"62638";"FIN-WESa";1;"Women";"65-69";1988;"CHD1";1;252.1955
"62639";"FIN-WESa";1;"Women";"65-69";1989;"CHD1";0;245.5865
"62640";"FIN-WESa";1;"Women";"65-69";1990;"CHD1";2;231.162
"62641";"FIN-WESa";1;"Women";"65-69";1991;"CHD1";2;210.3291
"62642";"FIN-WESa";1;"Women";"65-69";1992;"CHD1";0;191.4596
"62643";"FIN-WESa";1;"Women";"65-69";1993;"CHD1";3;172.4742
"62644";"FIN-WESa";1;"Women";"65-69";1994;"CHD1";2;177.3493
"62645";"FIN-WESa";1;"Women";"65-69";1995;"CHD1";0;172.0222
"62646";"FIN-WESa";1;"Women";"65-69";1996;"CHD1";0;181.7236
"62647";"FIN-WESa";1;"Women";"65-69";1997;"CHD1";2;192.8385
"62648";"FIN-WESa";1;"Women";"65-69";1998;"CHD1";0;192.9988
"62649";"FIN-WESa";1;"Women";"65-69";1999;"CHD1";0;181.2349
